"Age (in completed years)","Gender","Marital status","Place of current residence","Highest educational qualification completed before first migration","Field of study before migration (if applicable)","Did you obtain any formal educational qualification obtained abroad?","If yes, level of qualification obtained abroad","Country where qualification was obtained","Did you obtain any certification or skill development course abroad","If yes, what is the qualification","Did you pursue any further education or certification after returning","If yes, type of education","If yes, type of education/Degree program","If yes, type of education/Professional certification","If yes, type of education/Skill development course","Field/area of the education","Have you ever lived abroad for at least 6 months","If yes, Primary reason for going abroad","Country/countries of stay abroad","Total duration of stay abroad (in years)","Years of return to India","What is your age at return to India (in years)","Main reason for returning India","Did you work while abroad","Total years of work experience abroad","Type of work performed abroad","I acquired job-relevant technical skills during my stay abroad","I improved my digital and technology-related skills abroad","My communication and language skills improved due to foreign exposure","I developed adaptability and problem-solving skills while abroad","I received formal training or certification abroad useful in India","My foreign-acquired skills are transferable to the Indian labour market","Are you currently employed?","Time taken to find first job after return(months)","How did you find your first job after returning to India","How did you find your first job after returning to India/Family or friends","How did you find your first job after returning to India/Former foreign employer / contacts","How did you find your first job after returning to India/Online job portals","How did you find your first job after returning to India/Recruitment agencies","How did you find your first job after returning to India/Government employment office","How did you find your first job after returning to India/Self-employed / started own business","How did you find your first job after returning to India/Still unemployed","What is your current occupation?","Is your current job formal or informal","Did you switch to another job from the first job you entered after returning","If yes, what is your first job","If yes, Compared to your first job after return, your previous job is","Are you currently running a business","If yes, field of business","What was the main source of funds for starting this business?","What was the main source of funds for starting this business?/Personal savings earned abroad","What was the main source of funds for starting this business?/Family or Friends","What was the main source of funds for starting this business?/Bank loan/ Microfinance/ NBFC","What was the main source of funds for starting this business?/Govt schemes/ subsidy","What was the main source of funds for starting this business?/Other","How long have you been in your current Job","Does your business currently employ any paid worker?","If yes, how many paid worker you have","Are the workers employed by your business mostly","Do you have franchisee in abroad","Current monthly income","Are you aware there are government programs which helps the return migrants","Did you register with any employment exchange or government job portal after returning","Have you received any government support after returning? (Multiple responses allowed)","Have you received any government support after returning? (Multiple responses allowed) / Skill training","Have you received any government support after returning? (Multiple responses allowed) /Employment assistance","Have you received any government support after returning? (Multiple responses allowed) /Financial support","Have you received any government support after returning? (Multiple responses allowed) /None","Government programs helped me integrate into the labour market","To what extent are you able to use your foreign-acquired skills in your current job","My current job matches my skill level","My current job provides stable and secure employment","My employer values my foreign education or work experience","I see clear opportunities for career growth in my current job","Overall, I feel well integrated into the Indian labour market","What were the main difficulties you faced in finding suitable employment in India","What were the main difficulties you faced in finding suitable employment in India/Non-recognition of foreign qualifications","What were the main difficulties you faced in finding suitable employment in India/ Lack of suitable job opportunities","What were the main difficulties you faced in finding suitable employment in India/ Low wages offered","What were the main difficulties you faced in finding suitable employment in India/Skill mismatch","What were the main difficulties you faced in finding suitable employment in India/ Lack of networks","What were the main difficulties you faced in finding suitable employment in India/ Regional mismatch","What were the main difficulties you faced in finding suitable employment in India/None","Do you have any plan to go back abroad in future"
63,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Kuwait",20,2023,60,"End of work contracts","Yes",19,"Driver",3,3,4,3,3,4,"Yes",2,"Family or friends",1,0,0,0,0,0,0,"Driver","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"6-1 year",NA,NA,NA,NA,35000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,4,5,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
61,"Male","Married","Rural","Post-graduation","MA","No",NA,NA,"Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Bhutan",20,2024,60,"End of work contracts","Yes",20,"Teaching profession",5,5,5,5,4,5,"Yes",2,"Family or friends",1,0,0,0,0,0,0,"Teaching profession","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"Less than 6 month",NA,NA,NA,NA,40000,"Yes","No","None",0,0,0,1,"Strongly disagree",5,4,3,4,3,3,"Low wages offered  Regional mismatch",0,0,1,0,0,1,0,"No"
68,"Male","Married","Urban","Under-graduation",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",30,2025,68,"Other","Yes",28,"Business",4,4,4,4,2,5,"Yes",1,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Exporting","Bank loan/ Microfinance/ NBFC Personal savings earned abroad",1,0,1,0,0,"Less than 6 months","Yes","3-5","Non-family hired workers","Yes",80000,"Yes","No","None",0,0,0,1,"Strongly disagree",5,5,5,4,4,4,"Regional mismatch",0,0,0,0,0,1,0,"Not sure"
45,"Male","Married","Semi-urban","Under-graduation","BA","No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Bahrain",10,2024,44,"Better job opportunities in India","Yes",9,"Photography",4,4,4,4,3,5,"Yes",1,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Photography","Personal savings earned abroad",1,0,0,0,0,"Less than 6 months","Yes","3-5","Non-family hired workers","Yes",70000,"No","No","None",0,0,0,1,"Strongly disagree",5,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"Yes"
46,"Male","Married","Semi-urban","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Sharjah",5,2018,39,"Family or personal reasons","Yes",5,"Shop assistant",4,2,4,3,1,4,"Yes",12,"Government employment office",0,0,0,0,1,0,0,"Govt service","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,45000,"Yes","Yes","Employment assistance",0,1,0,0,"Agree",4,3,4,1,4,4,"None",0,0,0,0,0,0,1,"No"
39,"Male","Married","Urban","Under-graduation","Btech","No",NA,NA,"No",NA,"Yes","Professional certification",0,1,0,NA,"Yes","Employment","Qatar",6,2023,36,"Better job opportunities in India","Yes",6,"Engineer",5,5,5,5,2,5,"Yes",12,"Government employment office",0,0,0,0,1,0,0,"Engineer","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"6-1 year",NA,NA,NA,NA,55000,"No","No","None",0,0,0,1,"Neither agree nor disagree",4,4,4,2,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
49,"Male","Married","Rural","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",10,2024,44,"Family or personal reasons","Yes",10,"Domestic work",4,3,4,3,1,4,"Yes",12,"Family or friends",1,0,0,0,0,0,0,"Domestic work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"Less than 6 month",NA,NA,NA,NA,25000,"No","No","None",0,0,0,1,"Strongly disagree",4,4,3,2,3,3,"Low wages offered",0,0,1,0,0,0,0,"Not sure"
40,"Male","Married","Urban","Under-graduation","Paramedical","No",NA,NA,"Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Maldives",10,2023,37,"Family or personal reasons","Yes",10,"Paramedical staff",5,5,5,5,4,5,"Yes",1,"Recruitment agencies",0,0,0,1,0,0,0,"Paramedical staff","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,50000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
40,"Female","Married","Urban","Post-graduation","MD","No",NA,NA,"Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Australia",8,2025,39,"Family or personal reasons","Yes",7,"Doctor",5,5,5,5,4,5,"Yes",0,"Former foreign employer / contacts",0,1,0,0,0,0,0,"Doctor","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"Less than 6 month",NA,NA,NA,NA,1e+05,"No","No","None",0,0,0,1,"Strongly disagree",5,5,5,5,5,5,"Low wages offered",0,0,1,0,0,0,0,"Not sure"
43,"Male","Married","Semi-urban","Post-graduation","MD","Yes","Other","Australia","Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Australia",10,2025,42,"Family or personal reasons","Yes",8,"Doctor",5,5,5,5,5,5,"Yes",1,"Former foreign employer / contacts",0,1,0,0,0,0,0,"Doctor","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"Less than 6 month",NA,NA,NA,NA,80000,"No","No","None",0,0,0,1,"Strongly disagree",5,5,5,5,5,4,"Low wages offered",0,0,1,0,0,0,0,"Not sure"
32,"Female","Single","Semi-urban","Post-graduation","Msc","Yes","Other","France","Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Both study and work","France",6,2025,31,"Completion of studies","Yes",4,"Research assistant",5,4,5,5,5,5,"Yes",3,"Online job portals",0,0,1,0,0,0,0,"Teaching profession","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"Less than 6 month",NA,NA,NA,NA,65000,"No","No","None",0,0,0,1,"Strongly disagree",5,5,5,4,5,4,"Low wages offered",0,0,1,0,0,0,0,"Not sure"
35,"Female","Married","Semi-urban","Under-graduation",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Italy",5,2020,30,"Covid 19 or other external shocks","Yes",5,"Domestic work",4,2,4,1,1,3,"Yes",6,"Recruitment agencies",0,0,0,1,0,0,0,"Domestic work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,20000,"No","No","None",0,0,0,1,"Strongly disagree",4,3,2,3,3,3,"Low wages offered",0,0,1,0,0,0,0,"No"
62,"Male","Married","Urban","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Sharjah",15,2024,60,"End of work contracts","Yes",15,"Banking and Finance",4,4,4,4,3,4,"Yes",12,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Formal","No",NA,NA,"Yes","IT center","Personal savings earned abroad Bank loan/ Microfinance/ NBFC",1,0,1,0,0,"6-1 year","Yes","1-2","Both family and non-family hired workers","No",50000,"Yes","No","Financial support",0,0,1,0,"Strongly disagree",4,3,4,3,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
58,"Female","Married","Semi-urban","Under-graduation","Nursing","No",NA,NA,"Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Family reasons","Sharjah",10,2024,56,"End of work contracts","Yes",9,"Nurse",4,4,4,4,4,5,"Yes",6,"Family or friends",1,0,0,0,0,0,0,"Domestic work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"Less than 6 month",NA,NA,NA,NA,25000,"Yes","No","None",0,0,0,1,"Strongly disagree",3,2,3,3,2,3,"Skill mismatch  Low wages offered  Regional mismatch",0,0,1,1,0,1,0,"No"
32,"Male","Single","Urban","Under-graduation","Bsc Agriculture","Yes","Post-graduation","UK","Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Higher education","UK",4,2022,28,"Completion of studies","Yes",1,"Corporate",5,4,5,5,4,4,"Yes",12,"Government employment office",0,0,0,0,1,0,0,"Govt service","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,65000,"Yes","No","None",0,0,0,1,"Disagree",2,2,4,1,4,4,"None",0,0,0,0,0,0,1,"No"
55,"Male","Married","Semi-urban","Higher secondary","Nill","No",NA,"Nill","No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Bahrain",15,2020,50,"End of work contracts","Yes",13,"Security",4,3,4,3,1,3,"Yes",6,"Recruitment agencies",0,0,0,1,0,0,0,"Shop assistant","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,30000,"Yes","No","None",0,0,0,1,"Strongly disagree",2,1,3,1,3,3,"Low wages offered  Lack of suitable job opportunities",0,1,1,0,0,0,0,"No"
55,"Female","Married","Urban","Under-graduation","Nursing","No",NA,"Nill","Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Family reasons","UK",10,2015,45,"Family or personal reasons","Yes",9,"Nurse",4,4,5,4,5,5,"Yes",2,"Family or friends",1,0,0,0,0,0,0,"Nurse","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,45000,"Yes","No","None",0,0,0,1,"Disagree",5,5,4,5,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
65,"Male","Married","Semi-urban","Higher secondary","Nill","No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",20,2023,62,"Other","Yes",18,"Business",4,5,5,4,1,4,"Yes",12,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Formal","No",NA,NA,"Yes","Coffee distributee","Personal savings earned abroad Bank loan/ Microfinance/ NBFC",1,0,1,0,0,"1-3year","Yes","more than 10","Both family and non-family hired workers","No",70000,"Yes","No","Financial support",0,0,1,0,"Disagree",4,4,4,3,5,4,"Lack of networks  Regional mismatch",0,0,0,0,1,1,0,"No"
55,"Male","Married","Rural","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Qatar",12,2020,50,"Covid 19 or other external shocks","Yes",12,"Construction sector",2,3,4,3,1,3,"Yes",1,"Self-employed / started own business",0,0,0,0,0,1,0,"Agricultural work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,25000,"Yes","No","None",0,0,0,1,"Disagree",2,2,3,1,2,3,"Low wages offered Skill mismatch",0,0,1,1,0,0,0,"No"
65,"Male","Married","Semi-urban","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",13,2020,60,"End of work contracts","Yes",12,"Construction sector",2,2,4,3,1,3,"Yes",3,"Family or friends",1,0,0,0,0,0,0,"Domestic work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,25000,"Yes","No","Financial support",0,0,1,0,"Strongly disagree",1,2,2,1,2,2,"Low wages offered Skill mismatch  Lack of suitable job opportunities",0,1,1,1,0,0,0,"No"
54,"Male","Married","Rural","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Bahrain",10,2023,51,"Family or personal reasons","Yes",10,"Industrial employee",2,2,4,4,1,3,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Stationary shop","Personal savings earned abroad",1,0,0,0,0,"1-3year","No",NA,NA,"No",30000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,3,4,3,3,"Low wages offered",0,0,1,0,0,0,0,"No"
42,"Male","Married","Urban","Under-graduation","BA","Yes","Post-graduation","UK","Yes",NA,"Yes","Professional certification",0,1,0,NA,"Yes","Both study and work","UK",12,2024,38,"Better job opportunities in India","Yes",6,"Research assistant",4,5,5,5,5,5,"Yes",6,"Online job portals",0,0,1,0,0,0,0,"Research analyst","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,60000,"No","No","None",0,0,0,1,"Strongly disagree",5,4,4,4,5,4,"Low wages offered",0,0,1,0,0,0,0,"Not sure"
28,"Male","Single","Urban","Under-graduation","BBA","Yes","Post-graduation","France","No",NA,"Yes","Professional certification",0,1,0,NA,"Yes","Higher education","France",3,2025,28,"Completion of studies","Yes",1,"Corporate",4,5,5,5,4,5,"Yes",2,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Podcast company","Family or Friends",0,1,0,0,0,"Less than 6 months","Yes","1-2","Non-family hired workers","No",35000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,2,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"Not sure"
59,"Male","Married","Rural","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",10,2020,52,"Covid 19 or other external shocks","Yes",10,"Industrial employee",3,2,4,4,1,3,"Yes",3,"Self-employed / started own business",0,0,0,0,0,1,0,"Contractor","Informal","No",NA,NA,"Yes","Contract agency","Personal savings earned abroad Family or Friends",1,1,0,0,0,"More than 3 years","Yes","more than 10","Non-family hired workers","No",50000,"Yes","No","None",0,0,0,1,"Disagree",4,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
63,"Male","Married","Semi-urban","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",13,2023,60,"End of work contracts","Yes",12,"Domestic work",3,2,4,3,1,3,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Formal","No",NA,NA,"Yes","Milk distribution","Personal savings earned abroad Bank loan/ Microfinance/ NBFC",1,0,1,0,0,"1-3 years","Yes","1-2","Family members","No",45000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
57,"Male","Married","Semi-urban","Under-graduation",NA,"No",NA,NA,"Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",13,2024,55,"End of work contracts","Yes",12,"Medical representative",4,4,4,4,4,4,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Formal","No",NA,NA,"Yes","Resturant","Personal savings earned abroad Bank loan/ Microfinance/ NBFC",1,0,1,0,0,"1-3 years","Yes","3-5","Both family and non-family hired workers","No",50000,"No","No","None",0,0,0,1,"Strongly disagree",2,2,3,2,3,4,"Low wages offered Skill mismatch",0,0,1,1,0,0,0,"No"
60,"Male","Married","Rural","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",12,2020,55,"Covid 19 or other external shocks","Yes",12,"Industrial employee",2,2,4,4,1,3,"Yes",6,"Family or friends",1,0,0,0,0,0,0,"Driver","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,25000,"Yes","No","None",0,0,0,1,"Strongly disagree",1,2,3,1,3,3,"Low wages offered  Lack of suitable job opportunities",0,1,1,0,0,0,0,"No"
38,"Male","Married","Rural","Under-graduation","BA","No",NA,NA,"Yes","Driving licence","No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",13,2025,38,"Family or personal reasons","Yes",13,"Driver",4,4,4,4,4,4,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Driver","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"6-1 year","No",NA,NA,"No",30000,"Yes","No","None",0,0,0,1,"Strongly disagree",5,5,4,4,5,4,"Low wages offered",0,0,1,0,0,0,0,"No"
65,"Male","Married","Rural","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Bahrain",15,2023,62,"End of work contracts","Yes",15,"Industrial employee",3,3,4,4,2,3,"Yes",6,"Former foreign employer / contacts",0,1,0,0,0,0,0,"Security","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,25000,"Yes","No","Financial support",0,0,1,0,"Disagree",2,3,3,2,3,3,"Low wages offered Skill mismatch  Lack of suitable job opportunities",0,1,1,1,0,0,0,"No"
58,"Male","Married","Semi-urban","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Qatar",12,2023,55,"End of work contracts","Yes",12,"Construction sector",2,2,4,4,1,3,"Yes",3,"Former foreign employer / contacts",0,1,0,0,0,0,0,"Construction sector","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,35000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,3,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
61,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",10,2020,56,"Covid 19 or other external shocks","Yes",10,"Construction sector",3,3,4,3,1,3,"Yes",12,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Formal","No",NA,NA,"Yes","Medical shop","Family or Friends",0,1,0,0,0,"1-3 years","Yes","1-2","Family members","No",30000,"Yes","No","None",0,0,0,1,"Strongly disagree",2,3,4,2,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
38,"Male","Married","Semi-urban","Post-graduation",NA,"No",NA,NA,"Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",10,2025,37,"Family or personal reasons","Yes",10,"Manager",4,4,5,5,4,5,"Yes",1,"Online job portals",0,0,1,0,0,0,0,"Manager","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"6-1 year",NA,NA,NA,NA,60000,"Yes","No","None",0,0,0,1,"Strongly disagree",5,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"Not sure"
57,"Female","Married","Semi-urban","Under-graduation","Nursing","No",NA,NA,"Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",15,2024,55,"End of work contracts","Yes",14,"Nurse",5,5,5,5,4,5,"Yes",3,"Former foreign employer / contacts",0,1,0,0,0,0,0,"Nurse","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"6-1 year",NA,NA,NA,NA,50000,"Yes","No","None",0,0,0,1,"Strongly disagree",5,4,3,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
60,"Male","Married","Semi-urban","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",10,2020,55,"Covid 19 or other external shocks","Yes",10,"Construction sector",2,2,4,4,1,3,"Yes",6,"Family or friends",1,0,0,0,0,0,0,"Construction sector","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,30000,"Yes","No","None",0,0,0,1,"Disagree",4,4,3,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
66,"Male","Married","Semi-urban","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",13,2020,62,"End of work contracts","Yes",12,"Restaurant and Hospitality",4,2,4,4,1,3,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Agricultural work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,30000,"Yes","No","Financial support",0,0,1,0,"Strongly disagree",2,1,3,2,3,3,"Low wages offered",0,0,1,0,0,0,0,"No"
57,"Male","Married","Rural","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Kuwait",10,2020,51,"Covid 19 or other external shocks","Yes",10,"Construction sector",2,3,4,4,1,3,"Yes",5,"Family or friends",1,0,0,0,0,0,0,"Shop assistant","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,25000,"Yes","No","None",0,0,0,1,"Strongly disagree",2,2,3,2,3,3,"Low wages offered",0,0,1,0,0,0,0,"No"
62,"Male","Married","Semi-urban","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Family reasons","UK",12,2023,58,"Family or personal reasons","Yes",11,"Domestic work",2,4,4,3,1,3,"Yes",12,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Super market","Personal savings earned abroad Bank loan/ Microfinance/ NBFC",1,0,1,0,0,"More than 3 year","Yes","1-2","Both family and non-family hired workers","No",60000,"Yes","No","None",0,0,0,1,"Disagree",2,2,4,3,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
65,"Male","Married","Rural","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",15,2020,60,"Covid 19 or other external shocks","Yes",15,"Construction sector",2,2,4,4,1,3,"Yes",3,"Family or friends",1,0,0,0,0,0,0,"Agricultural work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,30000,"Yes","No","Financial support",0,0,1,0,"Disagree",2,3,3,2,3,3,"Low wages offered",0,0,1,0,0,0,0,"No"
68,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",13,2022,64,"End of work contracts","Yes",12,"Business",3,3,4,4,2,4,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Formal","No",NA,NA,"Yes","Resturant","Bank loan/ Microfinance/ NBFC Personal savings earned abroad",1,0,1,0,0,"More than 3 year","Yes","3-5","Both family and non-family hired workers","No",50000,"Yes","Yes","Financial support",0,0,1,0,"Strongly disagree",4,3,3,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
66,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",16,2022,62,"End of work contracts","Yes",16,"Domestic work",4,3,4,4,1,4,"Yes",2,"Self-employed / started own business",0,0,0,0,0,1,0,"Domestic work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,35000,"Yes","No","Financial support",0,0,1,0,"Disagree",4,4,3,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
59,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",18,2020,54,"End of work contracts","Yes",18,"Driver",4,2,4,4,4,4,"Yes",12,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Vehicle dealer","Personal savings earned abroad Bank loan/ Microfinance/ NBFC",1,0,1,0,0,"More than 3 year","Yes","1-2","Non-family hired workers","No",45000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,3,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
54,"Female","Married","Urban","Post-graduation",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Family reasons","Saudi Arabia",10,2020,49,"Family or personal reasons","Yes",8,"Teaching profession",5,4,4,5,3,4,"Yes",2,"Recruitment agencies",0,0,0,1,0,0,0,"Teaching profession","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,50000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
58,"Male","Married","Rural","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Bahrain",16,2021,54,"End of work contracts","Yes",16,"Construction sector",2,2,3,4,1,2,"Yes",6,"Family or friends",1,0,0,0,0,0,0,"Shop assistant","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,25000,"Yes","No","None",0,0,0,1,"Disagree",2,2,2,1,3,3,"Skill mismatch",0,0,0,1,0,0,0,"No"
